Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Bile Acid and Bile Salt Transport (GO:0015721)	1/35	0.5063428305572524	0.6342832009418138	0	0	1.4459798994974875	0.9840490526799441	ABCC4
Bile Acid Metabolic Process (GO:0008206)	1/35	0.5063428305572524	0.6342832009418138	0	0	1.4459798994974875	0.9840490526799441	CYP7B1
Cellular Response to cAMP (GO:0071320)	1/35	0.5063428305572524	0.6342832009418138	0	0	1.4459798994974875	0.9840490526799441	CRTC2
Homologous Chromosome Pairing at Meiosis (GO:0007129)	1/35	0.5063428305572524	0.6342832009418138	0	0	1.4459798994974875	0.9840490526799441	TRIP13
Ventricular Cardiac Muscle Tissue Morphogenesis (GO:0055010)	1/35	0.5063428305572524	0.6342832009418138	0	0	1.4459798994974875	0.9840490526799441	RBPJ
Negative Regulation of JNK Cascade (GO:0046329)	1/35	0.5063428305572524	0.6342832009418138	0	0	1.4459798994974875	0.9840490526799441	TAOK3
Negative Regulation of Blood Vessel Endothelial Cell Migration (GO:0043537)	1/35	0.5063428305572524	0.6342832009418138	0	0	1.4459798994974875	0.9840490526799441	FGF2
Positive Regulation of Interleukin-10 Production (GO:0032733)	1/35	0.5063428305572524	0.6342832009418138	0	0	1.4459798994974875	0.9840490526799441	ISG15
Positive Regulation of Signal Transduction by P53 Class Mediator (GO:1901798)	1/35	0.5063428305572524	0.6342832009418138	0	0	1.4459798994974875	0.9840490526799441	TP53BP1
Regulation of Endothelial Cell Proliferation (GO:0001936)	2/85	0.5080664028608405	0.635309145891864	0	0	1.1846681436071742	0.8021898896237356	STAT1;FGF2
Myeloid Leukocyte Differentiation (GO:0002573)	2/85	0.5080664028608405	0.635309145891864	0	0	1.1846681436071742	0.8021898896237356	PARP1;MMP9
Positive Regulation of JNK Cascade (GO:0046330)	2/85	0.5080664028608405	0.635309145891864	0	0	1.1846681436071742	0.8021898896237356	TAOK3;TPD52L1
Defense Response to Bacterium (GO:0042742)	5/236	0.5089860999850057	0.6360816801117479	0	0	1.0641220032082976	0.718638376828305	RNF213;OAS2;ISG15;GBP1;GBP4
Regulation of Cytokinesis (GO:0032465)	2/86	0.5143065985424289	0.6409259740299685	0	0	1.1705049778097638	0.7783105422562043	SH3GLB1;ATXN10
Regulation of Centrosome Duplication (GO:0010824)	1/36	0.5162085324769135	0.6409259740299685	0	0	1.4045944005743	0.9287802693441627	NAT10
Cellular Response to Hydrogen Peroxide (GO:0070301)	1/36	0.5162085324769135	0.6409259740299685	0	0	1.4045944005743	0.9287802693441627	MAPK13
Diterpenoid Metabolic Process (GO:0016101)	1/36	0.5162085324769135	0.6409259740299685	0	0	1.4045944005743	0.9287802693441627	RBP1
Regulation of Small Molecule Metabolic Process (GO:0062012)	1/36	0.5162085324769135	0.6409259740299685	0	0	1.4045944005743	0.9287802693441627	CES1
Establishment of Mitotic Spindle Localization (GO:0040001)	1/36	0.5162085324769135	0.6409259740299685	0	0	1.4045944005743	0.9287802693441627	GJA1
Response to Glucocorticoid (GO:0051384)	1/36	0.5162085324769135	0.6409259740299685	0	0	1.4045944005743	0.9287802693441627	UGT1A6
Vacuolar Acidification (GO:0007035)	1/36	0.5162085324769135	0.6409259740299685	0	0	1.4045944005743	0.9287802693441627	VMA21
Negative Regulation of Cell Cycle Process (GO:0010948)	1/36	0.5162085324769135	0.6409259740299685	0	0	1.4045944005743	0.9287802693441627	APBB2
Negative Regulation of Lipid Metabolic Process (GO:0045833)	1/36	0.5162085324769135	0.6409259740299685	0	0	1.4045944005743	0.9287802693441627	UGT1A6
Platelet Aggregation (GO:0070527)	1/36	0.5162085324769135	0.6409259740299685	0	0	1.4045944005743	0.9287802693441627	PDGFRA
Epidermis Development (GO:0008544)	2/87	0.5204943419025158	0.6454865087631552	0	0	1.1566750629722922	0.7552813583789248	CRABP2;PLOD1
Establishment of Protein Localization to Organelle (GO:0072594)	2/87	0.5204943419025158	0.6454865087631552	0	0	1.1566750629722922	0.7552813583789248	IPO9;NUP50
Negative Regulation of RNA Biosynthetic Process (GO:1902679)	10/492	0.5210918338331236	0.6455006678842674	0	0	1.0196908767026849	0.6646640724446138	SMARCE1;SP100;MTA1;SET;PARP1;XRCC5;MBD2;HMGA1;HMGA2;RBPJ
Negative Regulation of Cell Population Proliferation (GO:0008285)	8/391	0.5211184793882956	0.6455006678842674	0	0	1.0266505512410435	0.6691480945607254	MAP2K1;CDK6;ALDH1A2;HMGA1;IFI35;P3H3;NMI;IFIT3
Cellular Response to Amyloid-Beta (GO:1904646)	1/37	0.525877552748649	0.6464550779704804	0	0	1.3655080960357342	0.8775941416729989	GJA1
Chondrocyte Differentiation (GO:0002062)	1/37	0.525877552748649	0.6464550779704804	0	0	1.3655080960357342	0.8775941416729989	HMGA2
Cytoplasmic Translational Initiation (GO:0002183)	1/37	0.525877552748649	0.6464550779704804	0	0	1.3655080960357342	0.8775941416729989	MCTS2
Smoothened Signaling Pathway (GO:0007224)	1/37	0.525877552748649	0.6464550779704804	0	0	1.3655080960357342	0.8775941416729989	IFT27
Sulfur Compound Biosynthetic Process (GO:0044272)	1/37	0.525877552748649	0.6464550779704804	0	0	1.3655080960357342	0.8775941416729989	GGT1
TOR Signaling (GO:0031929)	1/37	0.525877552748649	0.6464550779704804	0	0	1.3655080960357342	0.8775941416729989	RPS6KA4
TRNA Methylation (GO:0030488)	1/37	0.525877552748649	0.6464550779704804	0	0	1.3655080960357342	0.8775941416729989	NSUN2
Negative Regulation of Small Molecule Metabolic Process (GO:0062014)	1/37	0.525877552748649	0.6464550779704804	0	0	1.3655080960357342	0.8775941416729989	UGT1A6
Negative Regulation of Smooth Muscle Cell Proliferation (GO:0048662)	1/37	0.525877552748649	0.6464550779704804	0	0	1.3655080960357342	0.8775941416729989	EFEMP2
Peptidyl-serine Phosphorylation (GO:0018105)	1/37	0.525877552748649	0.6464550779704804	0	0	1.3655080960357342	0.8775941416729989	CDK2
Positive Regulation of Epithelial Cell Migration (GO:0010634)	1/37	0.525877552748649	0.6464550779704804	0	0	1.3655080960357342	0.8775941416729989	MMP9
Positive Regulation of Immunoglobulin Production (GO:0002639)	1/37	0.525877552748649	0.6464550779704804	0	0	1.3655080960357342	0.8775941416729989	TP53BP1
Protein Localization to Lysosome (GO:0061462)	1/37	0.525877552748649	0.6464550779704804	0	0	1.3655080960357342	0.8775941416729989	SCARB2
Regulation of Synapse Assembly (GO:0051963)	2/88	0.5266292378883161	0.6470016351199313	0	0	1.1431667740612734	0.7330654238796896	SRPX2;SRGAP3
Positive Regulation of Cellular Process (GO:0048522)	13/647	0.5293541032433844	0.6499703353926637	0	0	1.0075472777496282	0.6408984946804896	SMARCE1;PDGFRA;BNIP3;NOP2;LAMC1;NID1;FGF2;NAMPT;CDK2;HPSE;IL13RA2;TRIM21;TRPM4
Positive Regulation of Macromolecule Biosynthetic Process (GO:0010557)	7/344	0.5320932018785557	0.6529530438894099	0	0	1.0207715133531157	0.644042121775633	MED23;GJA1;MAP2K1;NAMPT;HMGA2;CD34;FGF2
Central Nervous System Development (GO:0007417)	6/294	0.5349173428106528	0.6539075143965819	0	0	1.0238019508057676	0.6405345683837067	KDM4B;SLC2A1;PHGDH;NES;SH3GL1;THOC6
Axonemal Dynein Complex Assembly (GO:0070286)	1/38	0.5353538027214542	0.6539075143965819	0	0	1.3285345647154692	0.8301048472489774	DNAAF5
Regulation of Blood Circulation (GO:1903522)	1/38	0.5353538027214542	0.6539075143965819	0	0	1.3285345647154692	0.8301048472489774	DES
Cardiac Muscle Cell Action Potential Involved in Contraction (GO:0086002)	1/38	0.5353538027214542	0.6539075143965819	0	0	1.3285345647154692	0.8301048472489774	GJA1
Detection of Chemical Stimulus Involved in Sensory Perception of Bitter Taste (GO:0001580)	1/38	0.5353538027214542	0.6539075143965819	0	0	1.3285345647154692	0.8301048472489774	RTP4
Estrogen Metabolic Process (GO:0008210)	1/38	0.5353538027214542	0.6539075143965819	0	0	1.3285345647154692	0.8301048472489774	UGT1A6
Superoxide Metabolic Process (GO:0006801)	1/38	0.5353538027214542	0.6539075143965819	0	0	1.3285345647154692	0.8301048472489774	PRDX2
Positive Regulation of Myeloid Cell Differentiation (GO:0045639)	1/38	0.5353538027214542	0.6539075143965819	0	0	1.3285345647154692	0.8301048472489774	STAT1
Circulatory System Development (GO:0072359)	3/141	0.5362459782580893	0.6546177729952457	0	0	1.0684563021519544	0.6658216958015927	GJA1;NXN;RBPJ
Positive Regulation of Cellular Component Biogenesis (GO:0044089)	2/90	0.5387390891620194	0.6569000352224392	0	0	1.1170712159377147	0.6909352337823904	SH3GLB1;CDK2
Positive Regulation of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060)	2/90	0.5387390891620194	0.6569000352224392	0	0	1.1170712159377147	0.6909352337823904	SUMO2;CDK1
Regulation of Cell Junction Assembly (GO:1901888)	1/39	0.544641116153533	0.6606556313963695	0	0	1.2935070087278497	0.7859713401833713	SRGAP3
Sensory Perception of Bitter Taste (GO:0050913)	1/39	0.544641116153533	0.6606556313963695	0	0	1.2935070087278497	0.7859713401833713	RTP4
Intrinsic Apoptotic Signaling Pathway by P53 Class Mediator (GO:0072332)	1/39	0.544641116153533	0.6606556313963695	0	0	1.2935070087278497	0.7859713401833713	TMEM109
Negative Regulation of Endothelial Cell Proliferation (GO:0001937)	1/39	0.544641116153533	0.6606556313963695	0	0	1.2935070087278497	0.7859713401833713	STAT1
Negative Regulation of Myeloid Leukocyte Differentiation (GO:0002762)	1/39	0.544641116153533	0.6606556313963695	0	0	1.2935070087278497	0.7859713401833713	CDK6
Neuron Projection Extension (GO:1990138)	1/39	0.544641116153533	0.6606556313963695	0	0	1.2935070087278497	0.7859713401833713	ALCAM
Positive Regulation of Bone Mineralization (GO:0030501)	1/39	0.544641116153533	0.6606556313963695	0	0	1.2935070087278497	0.7859713401833713	ISG15
Positive Regulation of Carbohydrate Metabolic Process (GO:0045913)	1/39	0.544641116153533	0.6606556313963695	0	0	1.2935070087278497	0.7859713401833713	SLC4A4
Protein K11-linked Ubiquitination (GO:0070979)	1/39	0.544641116153533	0.6606556313963695	0	0	1.2935070087278497	0.7859713401833713	UBR4
Regulation of Cell Cycle G1/S Phase Transition (GO:1902806)	2/92	0.5506336996338841	0.6663261161986144	0	0	1.0921354603974252	0.6516613745296499	SMARCE1;CDK7
Regulation of Filopodium Assembly (GO:0051489)	1/40	0.5537432508133715	0.6663261161986144	0	0	1.2602757376626723	0.7448911996527304	DPYSL3
Regulation of Sprouting Angiogenesis (GO:1903670)	1/40	0.5537432508133715	0.6663261161986144	0	0	1.2602757376626723	0.7448911996527304	FGF2
Establishment of Spindle Orientation (GO:0051294)	1/40	0.5537432508133715	0.6663261161986144	0	0	1.2602757376626723	0.7448911996527304	GJA1
Female Gamete Generation (GO:0007292)	1/40	0.5537432508133715	0.6663261161986144	0	0	1.2602757376626723	0.7448911996527304	TRIP13
Fibroblast Growth Factor Receptor Signaling Pathway (GO:0008543)	1/40	0.5537432508133715	0.6663261161986144	0	0	1.2602757376626723	0.7448911996527304	FGF2
Regulatory ncRNA Processing (GO:0070918)	1/40	0.5537432508133715	0.6663261161986144	0	0	1.2602757376626723	0.7448911996527304	TDRD7
Host-mediated Perturbation of Viral Process (GO:0044788)	1/40	0.5537432508133715	0.6663261161986144	0	0	1.2602757376626723	0.7448911996527304	CCNK
Skeletal Muscle Organ Development (GO:0060538)	1/40	0.5537432508133715	0.6663261161986144	0	0	1.2602757376626723	0.7448911996527304	DES
Liver Development (GO:0001889)	1/40	0.5537432508133715	0.6663261161986144	0	0	1.2602757376626723	0.7448911996527304	UGT1A6
Membrane Assembly (GO:0071709)	1/40	0.5537432508133715	0.6663261161986144	0	0	1.2602757376626723	0.7448911996527304	TLCD2
Negative Regulation of DNA Metabolic Process (GO:0051053)	1/40	0.5537432508133715	0.6663261161986144	0	0	1.2602757376626723	0.7448911996527304	XRCC5
Negative Regulation of T Cell Proliferation (GO:0042130)	1/40	0.5537432508133715	0.6663261161986144	0	0	1.2602757376626723	0.7448911996527304	PRKAR1A
Protein Destabilization (GO:0031648)	1/40	0.5537432508133715	0.6663261161986144	0	0	1.2602757376626723	0.7448911996527304	TRIM21
Muscle Contraction (GO:0006936)	3/145	0.5551875019829575	0.6673018064335947	0	0	1.0381455399061033	0.6108961002216274	DES;RPLP2;APBB2
Nitrogen Compound Transport (GO:0071705)	3/145	0.5551875019829575	0.6673018064335947	0	0	1.0381455399061033	0.6108961002216274	SCARB2;ABCC4;GJA1
Cellular Response to Tumor Necrosis Factor (GO:0071356)	2/93	0.5564996674416555	0.6681166947575887	0	0	1.0800786115647576	0.6330218756745556	STAT1;GBP1
Positive Regulation of Supramolecular Fiber Organization (GO:1902905)	2/93	0.5564996674416555	0.6681166947575887	0	0	1.0800786115647576	0.6330218756745556	CDC42EP4;DRG1
Regulation of DNA Recombination (GO:0000018)	1/41	0.5626638898431918	0.6720707573127014	0	0	1.2287060301507537	0.7065954510717191	RAD50
Branching Morphogenesis of an Epithelial Tube (GO:0048754)	1/41	0.5626638898431918	0.6720707573127014	0	0	1.2287060301507537	0.7065954510717191	FGF2
Carboxylic Acid Transport (GO:0046942)	1/41	0.5626638898431918	0.6720707573127014	0	0	1.2287060301507537	0.7065954510717191	SLC16A3
Response to cAMP (GO:0051591)	1/41	0.5626638898431918	0.6720707573127014	0	0	1.2287060301507537	0.7065954510717191	CRTC2
Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0033209)	1/41	0.5626638898431918	0.6720707573127014	0	0	1.2287060301507537	0.7065954510717191	STAT1
Negative Regulation of Cell-Substrate Adhesion (GO:0010812)	1/41	0.5626638898431918	0.6720707573127014	0	0	1.2287060301507537	0.7065954510717191	GBP1
Positive Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001244)	1/41	0.5626638898431918	0.6720707573127014	0	0	1.2287060301507537	0.7065954510717191	TP53BP1
Protein Localization to Mitochondrion (GO:0070585)	1/41	0.5626638898431918	0.6720707573127014	0	0	1.2287060301507537	0.7065954510717191	ISG15
Protein Monoubiquitination (GO:0006513)	1/41	0.5626638898431918	0.6720707573127014	0	0	1.2287060301507537	0.7065954510717191	TRIM21
Carbohydrate Metabolic Process (GO:0005975)	2/95	0.568067954168469	0.6771393686186299	0	0	1.0567427751144336	0.5976030765618032	CASD1;GALK2
Positive Regulation of Programmed Cell Death (GO:0043068)	5/253	0.5707584271719408	0.6771393686186299	0	0	0.9903082528246274	0.5553542011745684	ZBP1;BNIP3;MNDA;TMEM164;IFIT2
Regulation of Ras Protein Signal Transduction (GO:0046578)	1/42	0.5714066432861529	0.6771393686186299	0	0	1.1986763083711238	0.6708441859746344	PPP1CC
Aortic Valve Development (GO:0003176)	1/42	0.5714066432861529	0.6771393686186299	0	0	1.1986763083711238	0.6708441859746344	RBPJ
Regulation of Cellular Component Biogenesis (GO:0044087)	1/42	0.5714066432861529	0.6771393686186299	0	0	1.1986763083711238	0.6708441859746344	FAM110C
Regulation of Heart Rate by Cardiac Conduction (GO:0086091)	1/42	0.5714066432861529	0.6771393686186299	0	0	1.1986763083711238	0.6708441859746344	TRPM4
Detection of Chemical Stimulus Involved in Sensory Perception of Taste (GO:0050912)	1/42	0.5714066432861529	0.6771393686186299	0	0	1.1986763083711238	0.6708441859746344	RTP4
Visual System Development (GO:0150063)	1/42	0.5714066432861529	0.6771393686186299	0	0	1.1986763083711238	0.6708441859746344	SIPA1L3
Zymogen Activation (GO:0031638)	1/42	0.5714066432861529	0.6771393686186299	0	0	1.1986763083711238	0.6708441859746344	GGT1
Positive Regulation of Actin Filament Polymerization (GO:0030838)	1/42	0.5714066432861529	0.6771393686186299	0	0	1.1986763083711238	0.6708441859746344	CDC42EP4
Positive Regulation of Lymphocyte Differentiation (GO:0045621)	1/42	0.5714066432861529	0.6771393686186299	0	0	1.1986763083711238	0.6708441859746344	SMARCE1
Positive Regulation of Myoblast Differentiation (GO:0045663)	1/42	0.5714066432861529	0.6771393686186299	0	0	1.1986763083711238	0.6708441859746344	SMARCE1
Positive Regulation of Neuron Apoptotic Process (GO:0043525)	1/42	0.5714066432861529	0.6771393686186299	0	0	1.1986763083711238	0.6708441859746344	CASP12
Positive Regulation of Stem Cell Population Maintenance (GO:1902459)	1/42	0.5714066432861529	0.6771393686186299	0	0	1.1986763083711238	0.6708441859746344	SMARCE1
Negative Regulation of Wnt Signaling Pathway (GO:0030178)	3/149	0.573661015199398	0.6791760270578977	0	0	1.0094956413449565	0.5609935087111328	RNF213;NXN;DKK2
Regulation of Epithelial Cell Proliferation (GO:0050678)	2/96	0.5737699706516649	0.6791760270578977	0	0	1.0454472372581596	0.580773865214145	CDK6;LAMC1
Positive Regulation of Apoptotic Process (GO:0043065)	6/307	0.5772673271435688	0.6815434632663494	0	0	0.9789252111283001	0.5378702756559591	ZBP1;CASP12;BNIP3;MNDA;TPD52L1;IFIT2
Neuron Differentiation (GO:0030182)	4/203	0.579272645485978	0.6815434632663494	0	0	0.9873163284778322	0.5390569653159677	UGDH;PPP1CC;MAP2K1;MYO7A
Regulation of Autophagosome Assembly (GO:2000785)	1/43	0.5799750496613975	0.6815434632663494	0	0	1.170076573342905	0.6374228420796905	SH3GLB1
Regulation of Nervous System Development (GO:0051960)	1/43	0.5799750496613975	0.6815434632663494	0	0	1.170076573342905	0.6374228420796905	PRUNE1
Response to Hydrogen Peroxide (GO:0042542)	1/43	0.5799750496613975	0.6815434632663494	0	0	1.170076573342905	0.6374228420796905	MAPK13
Negative Regulation of DNA Recombination (GO:0045910)	1/43	0.5799750496613975	0.6815434632663494	0	0	1.170076573342905	0.6374228420796905	TP53BP1
Negative Regulation of Antigen Receptor-Mediated Signaling Pathway (GO:0050858)	1/43	0.5799750496613975	0.6815434632663494	0	0	1.170076573342905	0.6374228420796905	GBP1
Negative Regulation of Organelle Organization (GO:0010639)	1/43	0.5799750496613975	0.6815434632663494	0	0	1.170076573342905	0.6374228420796905	BNIP3
Positive Regulation of Cell Cycle G1/S Phase Transition (GO:1902808)	1/43	0.5799750496613975	0.6815434632663494	0	0	1.170076573342905	0.6374228420796905	CCNE1
Positive Regulation of Monoatomic Ion Transport (GO:0043270)	1/43	0.5799750496613975	0.6815434632663494	0	0	1.170076573342905	0.6374228420796905	WFS1
Positive Regulation of Ossification (GO:0045778)	1/43	0.5799750496613975	0.6815434632663494	0	0	1.170076573342905	0.6374228420796905	ISG15
Positive Regulation of Proteolysis (GO:0045862)	1/43	0.5799750496613975	0.6815434632663494	0	0	1.170076573342905	0.6374228420796905	CCBE1
Positive Regulation of Synapse Assembly (GO:0051965)	1/43	0.5799750496613975	0.6815434632663494	0	0	1.170076573342905	0.6374228420796905	SRPX2
Regulation of Cold-Induced Thermogenesis (GO:0120161)	3/151	0.582717208677174	0.6840028739179976	0	0	0.9957514332514332	0.5377588202392339	GJA1;RBPJ;MAP2K6
Negative Regulation of Inflammatory Response (GO:0050728)	3/151	0.582717208677174	0.6840028739179976	0	0	0.9957514332514332	0.5377588202392339	PRKAR1B;PRKAR1A;IL13RA2
Regulation of Actin Filament-Based Process (GO:0032970)	2/98	0.5850091988293921	0.6852963074523082	0	0	1.0235621326616289	0.5487600195440661	BST2;PDGFRA
Dephosphorylation (GO:0016311)	2/98	0.5850091988293921	0.6852963074523082	0	0	1.0235621326616289	0.5487600195440661	PPP1CC;CTDSP1
Regulation of Osteoblast Differentiation (GO:0045667)	2/98	0.5850091988293921	0.6852963074523082	0	0	1.0235621326616289	0.5487600195440661	CDK6;TRPM4
Intracellular Signaling Cassette (GO:0141124)	7/362	0.5861724574378242	0.6852963074523082	0	0	0.9681086519114688	0.5171067526236242	PPP1CC;RCAN1;MAP2K1;TAOK3;FKBP1B;TRPM4;MAP2K6
Cilium Assembly (GO:0060271)	5/258	0.5881519118708414	0.6852963074523082	0	0	0.9704861459441022	0.5151049422893836	ABCC4;CFAP74;IFT22;IFT27;TTC39C
Axonal Transport (GO:0098930)	1/44	0.588372577209884	0.6852963074523082	0	0	1.1428070585485568	0.6061390321492035	ARMCX1
Axoneme Assembly (GO:0035082)	1/44	0.588372577209884	0.6852963074523082	0	0	1.1428070585485568	0.6061390321492035	CFAP74
Cardiac Ventricle Morphogenesis (GO:0003208)	1/44	0.588372577209884	0.6852963074523082	0	0	1.1428070585485568	0.6061390321492035	RBPJ
Regulation of Mitotic Spindle Organization (GO:0060236)	1/44	0.588372577209884	0.6852963074523082	0	0	1.1428070585485568	0.6061390321492035	DRG1
Substantia Nigra Development (GO:0021762)	1/44	0.588372577209884	0.6852963074523082	0	0	1.1428070585485568	0.6061390321492035	NDRG2
Membrane Fission (GO:0090148)	1/44	0.588372577209884	0.6852963074523082	0	0	1.1428070585485568	0.6061390321492035	SH3GLB1
Vitamin Transport (GO:0051180)	1/44	0.588372577209884	0.6852963074523082	0	0	1.1428070585485568	0.6061390321492035	SLC2A1
Negative Regulation of Lymphocyte Proliferation (GO:0050672)	1/44	0.588372577209884	0.6852963074523082	0	0	1.1428070585485568	0.6061390321492035	MNDA
Positive Regulation of Biomineral Tissue Development (GO:0070169)	1/44	0.588372577209884	0.6852963074523082	0	0	1.1428070585485568	0.6061390321492035	ISG15
Positive Regulation of Neuron Projection Development (GO:0010976)	2/99	0.5905462679668099	0.6874480588983803	0	0	1.0129580098158872	0.5335323707998338	SCARB2;DPYSL3
Regulation of Mitotic Cell Cycle Phase Transition (GO:1901990)	2/100	0.5960282530871088	0.6914420965169212	0	0	1.0025702976404667	0.5187972532768818	SMARCE1;CDK7
Sodium Ion Transmembrane Transport (GO:0035725)	2/100	0.5960282530871088	0.6914420965169212	0	0	1.0025702976404667	0.5187972532768818	SLC4A4;TRPM4
Regulation of Chromosome Organization (GO:0033044)	1/45	0.5966026252813302	0.6914420965169212	0	0	1.1167770671539516	0.5768198295597748	XRCC5
Connective Tissue Development (GO:0061448)	1/45	0.5966026252813302	0.6914420965169212	0	0	1.1167770671539516	0.5768198295597748	NAMPT
Ephrin Receptor Signaling Pathway (GO:0048013)	1/45	0.5966026252813302	0.6914420965169212	0	0	1.1167770671539516	0.5768198295597748	MMP9
Establishment of Protein Localization to Extracellular Region (GO:0035592)	1/45	0.5966026252813302	0.6914420965169212	0	0	1.1167770671539516	0.5768198295597748	STEAP3
Negative Regulation of Type I Interferon Production (GO:0032480)	1/45	0.5966026252813302	0.6914420965169212	0	0	1.1167770671539516	0.5768198295597748	DHX58
Phospholipid Biosynthetic Process (GO:0008654)	1/45	0.5966026252813302	0.6914420965169212	0	0	1.1167770671539516	0.5768198295597748	FAR1
Regulation of Protein Phosphorylation (GO:0001932)	2/101	0.6014551428032564	0.6961948547328181	0	0	0.992392438236267	0.5045356122317104	STAT2;MMP9
Protein Autophosphorylation (GO:0046777)	2/101	0.6014551428032564	0.6961948547328181	0	0	0.992392438236267	0.5045356122317104	PDGFRA;EEF2K
Regulation of Apoptotic Signaling Pathway (GO:2001233)	1/46	0.6046685259425995	0.6961948547328181	0	0	1.0919039642657733	0.5493094362520512	TPD52L1
Bone Development (GO:0060348)	1/46	0.6046685259425995	0.6961948547328181	0	0	1.0919039642657733	0.5493094362520512	GJA1
Regulation of Cell-Substrate Adhesion (GO:0010810)	1/46	0.6046685259425995	0.6961948547328181	0	0	1.0919039642657733	0.5493094362520512	FBLN2
Regulation of Microtubule-Based Process (GO:0032886)	1/46	0.6046685259425995	0.6961948547328181	0	0	1.0919039642657733	0.5493094362520512	CDK11B
Defense Response to Fungus (GO:0050832)	1/46	0.6046685259425995	0.6961948547328181	0	0	1.0919039642657733	0.5493094362520512	ZBP1
Regulation of Nitric Oxide Biosynthetic Process (GO:0045428)	1/46	0.6046685259425995	0.6961948547328181	0	0	1.0919039642657733	0.5493094362520512	KHSRP
Regulation of Protein Localization to Mitochondrion (GO:1903747)	1/46	0.6046685259425995	0.6961948547328181	0	0	1.0919039642657733	0.5493094362520512	SH3GLB1
Positive Regulation of Calcium Ion Transmembrane Transport (GO:1904427)	1/46	0.6046685259425995	0.6961948547328181	0	0	1.0919039642657733	0.5493094362520512	GSTO1
Positive Regulation of Gene Expression, Epigenetic (GO:0141137)	1/46	0.6046685259425995	0.6961948547328181	0	0	1.0919039642657733	0.5493094362520512	NOC2L
Positive Regulation of Wound Healing (GO:0090303)	1/46	0.6046685259425995	0.6961948547328181	0	0	1.0919039642657733	0.5493094362520512	HPSE
Protein Transport (GO:0015031)	6/317	0.6084945285412491	0.7002173520679474	0	0	0.9469576102697528	0.47041763048550744	STEAP3;IFT22;STX17;STX8;COPZ2;IFT27
Cardiac Conduction (GO:0061337)	1/47	0.6125735449260603	0.7018447303747739	0	0	1.0681123006336029	0.5234671738102524	TRPM4
Constitutive Heterochromatin Formation (GO:0140719)	1/47	0.6125735449260603	0.7018447303747739	0	0	1.0681123006336029	0.5234671738102524	MBD2
Endothelial Cell Migration (GO:0043542)	1/47	0.6125735449260603	0.7018447303747739	0	0	1.0681123006336029	0.5234671738102524	STAT1
Glycosphingolipid Metabolic Process (GO:0006687)	1/47	0.6125735449260603	0.7018447303747739	0	0	1.0681123006336029	0.5234671738102524	SUMF1
Homotypic Cell-Cell Adhesion (GO:0034109)	1/47	0.6125735449260603	0.7018447303747739	0	0	1.0681123006336029	0.5234671738102524	PDGFRA
Negative Regulation of Myoblast Fusion (GO:1901740)	1/47	0.6125735449260603	0.7018447303747739	0	0	1.0681123006336029	0.5234671738102524	RPLP2
Neg Reg Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0051898)	1/47	0.6125735449260603	0.7018447303747739	0	0	1.0681123006336029	0.5234671738102524	FKBP5
Neural Crest Cell Development (GO:0014032)	1/47	0.6125735449260603	0.7018447303747739	0	0	1.0681123006336029	0.5234671738102524	TCOF1
Positive Regulation of Gene Expression (GO:0010628)	8/424	0.6130004134707605	0.7019521039037458	0	0	0.9435864646862089	0.4617814671939406	MED23;GJA1;MAP2K1;NAMPT;NAT10;HMGA2;LARP4;CD34
Axon Guidance (GO:0007411)	3/158	0.6134387826619003	0.7020725231225551	0	0	0.9504398826979472	0.46445602298449523	ALCAM;EMB;ARHGEF40
Regulation of Cytokine-Mediated Signaling Pathway (GO:0001959)	1/48	0.6203208833134081	0.7080260569563114	0	0	1.0453330482198224	0.4991657448925321	ZBP1
Regulation of Ossification (GO:0030278)	1/48	0.6203208833134081	0.7080260569563114	0	0	1.0453330482198224	0.4991657448925321	RBPJ
Monoatomic Cation Transport (GO:0006812)	1/48	0.6203208833134081	0.7080260569563114	0	0	1.0453330482198224	0.4991657448925321	TRPM4
Positive Regulation of Metabolic Process (GO:0009893)	1/48	0.6203208833134081	0.7080260569563114	0	0	1.0453330482198224	0.4991657448925321	CDK1
Positive Regulation of miRNA Transcription (GO:1902895)	1/48	0.6203208833134081	0.7080260569563114	0	0	1.0453330482198224	0.4991657448925321	FGF2
Neuron Projection Development (GO:0031175)	4/214	0.6208530781363191	0.7082498297960067	0	0	0.9350693188667872	0.44571090285770504	ALCAM;TAOK3;MAP7D2;ATXN10
Glucose Homeostasis (GO:0042593)	2/105	0.6226122837521512	0.7087218162429944	0	0	0.953657283998924	0.45187266243358	CRTC2;WFS1
Inorganic Cation Import Across Plasma Membrane (GO:0098659)	2/105	0.6226122837521512	0.7087218162429944	0	0	0.953657283998924	0.45187266243358	SLC39A11;TRPM4
Positive Regulation of Cellular Component Organization (GO:0051130)	2/105	0.6226122837521512	0.7087218162429944	0	0	0.953657283998924	0.45187266243358	SH3GLB1;BNIP3
Protein Targeting (GO:0006605)	2/105	0.6226122837521512	0.7087218162429944	0	0	0.953657283998924	0.45187266243358	RTP4;SRPRA
