Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
DNA Replication (GO:0006260)	15/108	3.933906866193791E-9	8.288741767070318E-6	0	0	8.19388440860215	158.58142997871929	FEN1;RFC3;SET;RFC4;RFC2;TREX1;RPA1;POLA2;CDK2;CDK1;MCM3;MCM5;MCM6;ASCC3;MCM2
Collagen Biosynthetic Process (GO:0032964)	6/13	9.256295747096902E-8	9.751507569566586E-5	0	0	42.7350054525627	692.109515967038	COL1A1;COL5A1;PCOLCE;P3H3;PLOD1;TRAM2
DNA Repair (GO:0006281)	23/325	1.765946468099943E-7	1.1696114075448539E-4	0	0	3.9090196561927577	60.78294488275928	FEN1;RFC3;SET;PCNA;RFC4;ANP32A;PARP1;DTX3L;XRCC5;RFC2;TREX1;RPA1;HMGA1;HMGA2;PARP9;SMC1A;CDK7;RAD50;MTA1;CDK1;TRIP13;NBN;ASCC3
Regulation of Transferase Activity (GO:0051338)	7/23	2.2204298197339418E-7	1.1696114075448539E-4	0	0	21.858258928571427	334.87715776672803	PPP1R3F;RFC3;RFC4;SET;ANP32A;RFC2;NEK7
Response to Cytokine (GO:0034097)	14/143	1.0868008408686797E-6	3.863033585225511E-4	0	0	5.488935870331219	75.37556138115215	SP100;STAT1;ISG15;IFIT1;IFIT3;DDOST;PSMB10;PSMB8;IFIT2;BST2;KHSRP;ALDH1A2;DPYSL3;TRIM21
Post-translational Protein Modification (GO:0043687)	9/54	1.100057024743857E-6	3.863033585225511E-4	0	0	10.028717948717949	137.59549991041465	RPS6KA4;PARP1;CDK2;STT3A;ZC3HAV1;PARP9;PARP14;PARP12;SUMF1
Positive Regulation of mRNA Metabolic Process (GO:1903313)	5/12	2.1748395710111973E-6	6.546267108743704E-4	0	0	35.5221174764322	463.15710575669806	MOV10;CNOT1;TTC5;KHSRP;ZC3HAV1
DNA Strand Elongation (GO:0022616)	5/13	3.4762794095365134E-6	9.155650894866793E-4	0	0	31.080266497461928	390.66490070067516	RFC3;RAD50;RFC4;MCM3;NBN
DNA Metabolic Process (GO:0006259)	21/336	4.4094699571993865E-6	0.001032305911091012	0	0	3.401410934744268	41.945369930349564	FEN1;SP100;RFC3;SET;RFC4;PARP1;XRCC5;RFC2;TREX1;RPA1;SMC1A;POLA2;RAD50;CDK2;CDK1;MCM3;MCM5;NBN;MCM6;ASCC3;MCM2
Negative Regulation of Viral Process (GO:0048525)	9/67	7.038058097521309E-6	0.0014829188411477397	0	0	7.775729442970822	92.25264024609986	IFIH1;BST2;SP100;OAS2;STAT1;ISG15;ZC3HAV1;IFIT1;TRIM21
Defense Response to Virus (GO:0051607)	15/207	1.8733914713908718E-5	0.0035883962092914242	0	0	3.9487711588541665	42.98306531888485	ZBP1;RTP4;STAT1;STAT2;BNIP3;ISG15;IFIT1;IFIT3;IFIT2;BST2;IFIH1;MOV10;OAS2;DHX58;TRIM21
Base-excision Repair (GO:0006284)	7/45	2.8159389825739247E-5	0.004299502472431662	0	0	9.19313909774436	96.32230720106067	FEN1;SET;ANP32A;TREX1;HMGA1;RPA1;HMGA2
Regulation of DNA-templated DNA Replication Initiation (GO:0030174)	5/19	2.8451765282986252E-5	0.004299502472431662	0	0	17.754713560551124	185.843919479037	MCM3;MCM5;MCM6;NBN;MCM2
Protein poly-ADP-ribosylation (GO:0070212)	4/10	2.979243367548646E-5	0.004299502472431662	0	0	33.07172995780591	344.64896756691996	PARP1;ZC3HAV1;PARP14;PARP9
DNA-templated DNA Replication (GO:0006261)	8/62	3.085289598864283E-5	0.004299502472431662	0	0	7.406270720848726	76.92360100930986	RFC3;POLA2;RFC4;RFC2;MCM3;RPA1;MCM5;MCM2
Positive Regulation of Chromosome Organization (GO:2001252)	7/46	3.264928313189681E-5	0.004299502472431662	0	0	8.956959706959706	92.52259614380029	FEN1;RAD50;NEK7;CDK1;NBN;NCAPH;SMC2
Positive Regulation of Catabolic Process (GO:0009896)	13/169	3.610055929408346E-5	0.004474345790154932	0	0	4.197970639032815	42.941890495635334	SH3GLB1;DTX3L;BNIP3;UBR4;PHKA1;ZC3HAV1;DCN;MOV10;CNOT1;TTC5;KHSRP;HPSE;TRIM21
Ribosome Biogenesis (GO:0042254)	13/171	4.0817898645235596E-5	0.004777961802528412	0	0	4.144405456811176	41.88497736926578	EIF5B;RPS19BP1;DIS3;KRR1;NOP2;DDX31;NAT10;DDX54;IMP4;NOC2L;EBNA1BP2;RPS28;TCOF1
Negative Regulation of Viral Genome Replication (GO:0045071)	7/48	4.339995833272553E-5	0.004812826958265931	0	0	8.519163763066203	85.57544365192754	IFIH1;BST2;OAS2;HMGA2;ISG15;ZC3HAV1;IFIT1
Mitotic DNA Replication (GO:1902969)	4/11	4.6079833081215744E-5	0.004854510415106078	0	0	28.345750452079567	283.0361495876864	PCNA;MCM3;MCM6;MCM2
DNA Damage Response (GO:0006974)	23/464	6.435787757136504E-5	0.006457240382993626	0	0	2.65764461813094	25.64906431774969	RFC3;CCNK;FEN1;RFC4;PCNA;DTX3L;PARP1;RFC2;XRCC5;TREX1;RPA1;SMC1A;GNL1;RAD50;TAOK3;TTC5;CDK2;CDK1;MNDA;NBN;TP53BP1;BRD4;MAP2K6
Double-strand Break Repair via Break-Induced Replication (GO:0000727)	4/12	6.803253396703639E-5	0.00651566132129753	0	0	24.80126582278481	237.98115449109306	MCM3;MCM5;MCM6;MCM2
DNA Integrity Checkpoint Signaling (GO:0031570)	7/52	7.36395691185921E-5	0.006746024875342328	0	0	7.76031746031746	73.84972674627969	RFC3;RFC4;DTX3L;RFC2;NBN;TP53BP1;PARP9
Collagen Fibril Organization (GO:0030199)	7/54	9.420417745913488E-5	0.007872511546900433	0	0	7.429331306990881	68.87024319286824	COL1A1;BMP1;COL1A2;COL5A1;P4HA1;PLOD1;LOXL1
DNA Strand Elongation Involved in DNA Replication (GO:0006271)	4/13	9.67244509793805E-5	0.007872511546900433	0	0	22.044444444444444	203.77100397387306	RFC3;PCNA;RFC4;MCM3
RRNA Processing (GO:0006364)	11/137	9.714537267176615E-5	0.007872511546900433	0	0	4.3819546719031255	40.48620262552101	EBNA1BP2;RPS28;DIS3;KRR1;NOP2;NAT10;DDX54;IMP4;NOL11;UTP14A;RRP15
Negative Regulation of Innate Immune Response (GO:0045824)	7/55	1.0611266566876192E-4	0.008280718020891902	0	0	7.2741815476190474	66.56610186207382	PARP1;STAT2;TREX1;DHX58;ISG15;NMI;TRIM21
Antiviral Innate Immune Response (GO:0140374)	8/75	1.2290081605652206E-4	0.009248286408253285	0	0	5.965263198076116	53.71202262736787	IFIH1;ZBP1;OAS2;DHX58;IFIT1;TRIM21;IFIT3;IFIT2
Extracellular Matrix Organization (GO:0030198)	13/192	1.3317475343617313E-4	0.009675834672069545	0	0	3.654239152458969	32.609876055258525	COL16A1;ITGA2;PLOD1;LAMC1;NID1;MMP9;LOXL1;COL1A1;BMP1;COL1A2;COL5A1;P4HA1;CTSK
Response to Type II Interferon (GO:0034341)	8/77	1.4807320848814147E-4	0.010399675009483803	0	0	5.791763964565032	51.07063803222748	BST2;SP100;STAT1;TRIM21;GBP1;PSMB10;GBP4;PSMB8
Ribonucleoprotein Complex Biogenesis (GO:0022613)	10/123	1.8079724057233534E-4	0.012288380189868083	0	0	4.433423573037286	38.20784008239534	EBNA1BP2;RPS28;RPS19BP1;TCOF1;KRR1;NOP2;DDX31;NAT10;IMP4;NOC2L
Regulation of DNA-templated DNA Replication (GO:0090329)	5/28	2.074381625397812E-4	0.013658506514728719	0	0	10.802251158684617	91.6104059155931	MCM3;MCM5;NBN;MCM6;MCM2
G2/M Transition of Mitotic Cell Cycle (GO:0000086)	6/45	2.5614132764520615E-4	0.01564282477214755	0	0	7.657858680759444	63.328815786395495	CDK6;CDK2;CDK1;TPD52L1;CDK14;NES
Copper Ion Import (GO:0015677)	3/7	2.598475875772018E-4	0.01564282477214755	0	0	37.115530303030305	306.40411674825793	STEAP3;STEAP4;STEAP2
Granzyme-mediated Apoptotic Signaling Pathway (GO:0008626)	3/7	2.598475875772018E-4	0.01564282477214755	0	0	37.115530303030305	306.40411674825793	SET;ANP32A;TREX1
Telomere Maintenance (GO:0000723)	7/64	2.7857632760358255E-4	0.0163044533961319	0	0	6.12280701754386	50.120186768458936	SP100;RAD50;PARP1;XRCC5;CDK2;RPA1;NBN
Regulation of Viral Genome Replication (GO:0045069)	7/66	3.3753396059918347E-4	0.01922119067520215	0	0	5.914648910411622	47.28078324030726	IFIH1;BST2;STAU1;OAS2;ISG15;ZC3HAV1;IFIT1
Positive Regulation of DNA-directed DNA Polymerase Activity (GO:1900264)	3/8	4.096065851379673E-4	0.02221790858979145	0	0	29.69090909090909	231.5983962588582	RFC3;RFC4;RFC2
Cell Cycle G2/M Phase Transition (GO:0044839)	6/49	4.1124747745698454E-4	0.02221790858979145	0	0	6.944079531333215	54.138234117758216	CDK6;CDK2;CDK1;TPD52L1;CDK14;NES
Positive Regulation of mRNA Catabolic Process (GO:0061014)	6/51	5.122012213366954E-4	0.026980199333910427	0	0	6.634775233248516	50.27031854192598	MOV10;CNOT1;TTC5;KHSRP;POLR2G;ZC3HAV1
Regulation of mRNA Catabolic Process (GO:0061013)	6/52	5.69405184720505E-4	0.0292618713221001	0	0	6.490209093926319	48.487821745104625	MOV10;PCBP4;CNOT1;TTC5;KHSRP;ZC3HAV1
L-amino Acid Biosynthetic Process (GO:0170034)	3/9	6.053305383271223E-4	0.030237740652140008	0	0	24.741161616161616	183.32547355330712	PSAT1;PHGDH;GGT1
Regulation of Innate Immune Response (GO:0045088)	8/95	6.269662261132158E-4	0.030237740652140008	0	0	4.589234794367522	33.843852991310435	PARP1;TREX1;DHX58;ERAP1;IFI35;NMI;PARP9;TRIM21
Telomere Organization (GO:0032200)	6/53	6.314478351657145E-4	0.030237740652140008	0	0	6.351794705213578	46.7968171559645	SP100;RAD50;PARP1;XRCC5;RPA1;NBN
Negative Regulation of Immune Response (GO:0050777)	7/74	6.806758232033184E-4	0.03187075465531982	0	0	5.206289978678038	37.966476051557024	PARP1;PRKAR1B;PRKAR1A;TREX1;DHX58;NMI;TRIM21
Energy Reserve Metabolic Process (GO:0006112)	4/21	7.135172554109124E-4	0.032682192546756354	0	0	11.665822784810127	84.52243175301831	GBE1;GFPT2;GFPT1;PHKA1
Fructose 6-Phosphate Metabolic Process (GO:0006002)	3/10	8.519913293487841E-4	0.03617498819316617	0	0	21.205627705627705	149.87998146287592	GFPT2;GFPT1;PFKP
Serine Family Amino Acid Biosynthetic Process (GO:0009070)	3/10	8.519913293487841E-4	0.03617498819316617	0	0	21.205627705627705	149.87998146287592	PSAT1;PHGDH;GGT1
RNA-templated DNA Biosynthetic Process (GO:0006278)	4/22	8.584477501937866E-4	0.03617498819316617	0	0	11.017158931082982	77.78538080863285	RAD50;XRCC5;RPA1;GAR1
Telomere Maintenance via Telomerase (GO:0007004)	4/22	8.584477501937866E-4	0.03617498819316617	0	0	11.017158931082982	77.78538080863285	RAD50;XRCC5;RPA1;GAR1
Positive Regulation of DNA Biosynthetic Process (GO:2000573)	5/40	0.0011415867484191387	0.0460190671051058	0	0	7.09427121102248	48.06607183760649	RFC3;RFC4;RFC2;FGF2;CCT4
Copper Ion Transport (GO:0006825)	3/11	0.0011542099452345818	0.0460190671051058	0	0	18.553977272727273	125.50539576630035	STEAP3;STEAP4;STEAP2
Double-strand Break Repair (GO:0006302)	11/183	0.001157575014983677	0.0460190671051058	0	0	3.20245444737473	21.65316506141755	FEN1;RAD50;MTA1;DTX3L;PARP1;XRCC5;RPA1;NBN;TP53BP1;TRIP13;PARP9
DNA Replication Initiation (GO:0006270)	4/24	0.0012083748429847188	0.04629174171216005	0	0	9.914430379746836	66.6098915807147	POLA2;MCM3;MCM5;MCM2
Regulatory ncRNA-mediated Post-Transcriptional Gene Silencing (GO:0035194)	4/24	0.0012083748429847188	0.04629174171216005	0	0	9.914430379746836	66.6098915807147	HELZ2;MOV10;STAU1;CNOT1
RNA Splicing, via Transesterification Reactions (GO:0000375)	4/25	0.0014161053025686086	0.05164140484978377	0	0	9.441832429174202	61.936956498416095	PRPF4;KHSRP;PRPF3;SF3B1
Maturation of LSU-rRNA (GO:0000470)	4/25	0.0014161053025686086	0.05164140484978377	0	0	9.441832429174202	61.936956498416095	NOP2;RBM34;RRP15;FTSJ3
MRNA Processing (GO:0006397)	14/277	0.001421547926572121	0.05164140484978377	0	0	2.673764258555133	17.529222307539243	NSUN2;CSTF2;PRPF40A;CWC27;PRPF4;SON;FIP1L1;KHSRP;PRPF3;CWC22;PAPOLA;SNRPB2;SF3B1;SF1
Maturation of SSU-rRNA (GO:0030490)	6/62	0.0014550455420379812	0.0519623891029496	0	0	5.328516902944384	34.80969870334454	RPS28;KRR1;NAT10;IMP4;NOL11;UTP14A
Response to Nitric Oxide (GO:0071731)	3/12	0.0015162710827431708	0.053246386188997685	0	0	16.49158249158249	107.0551274230674	EGLN1;CDK2;DPEP1
Ribosomal Small Subunit Biogenesis (GO:0042274)	7/88	0.0018936725475201719	0.06495370171738095	0	0	4.303350970017637	26.97872793658385	RPS28;RPS19BP1;KRR1;NAT10;IMP4;NOL11;UTP14A
Nucleosome Disassembly (GO:0006337)	3/13	0.0019421372606525866	0.06495370171738095	0	0	14.841666666666667	92.67086548678152	SMARCE1;SET;HMGA1
Proteinogenic Amino Acid Biosynthetic Process (GO:0170038)	3/13	0.0019421372606525866	0.06495370171738095	0	0	14.841666666666667	92.67086548678152	PSAT1;PHGDH;GGT1
Organelle Disassembly (GO:1903008)	5/47	0.0023749431583254725	0.07818758179049641	0	0	5.909777616630408	35.71149647677796	GOLGA2;CDK1;PLIN2;ASCC3;TRIM21
SRP-dependent Cotranslational Protein Targeting to Membrane (GO:0006614)	3/14	0.002435462456997487	0.0785265321525461	0	0	13.491735537190083	81.18811898123064	SEC61A2;SRPRA;SEC61B
Telomere Maintenance via Telomere Lengthening (GO:0010833)	4/29	0.002497046822126525	0.0785265321525461	0	0	7.929518987341772	47.518804337078286	RAD50;XRCC5;GAR1;RPA1
Negative Regulation of Protein Localization to Membrane (GO:1905476)	4/29	0.002497046822126525	0.0785265321525461	0	0	7.929518987341772	47.518804337078286	IFT27;GBP1;AP2M1;LZTFL1
Mitotic Cell Cycle Phase Transition (GO:0044772)	8/118	0.0025422668638049686	0.07877288650054513	0	0	3.6253894443152754	21.66061115849112	EPS8;CDK6;CCNE1;CDK2;CDK1;TPD52L1;CDK14;NES
Double-strand Break Repair via Homologous Recombination (GO:0000724)	8/119	0.002679245978135198	0.08181407646276613	0	0	3.592543950600217	21.27583518780952	FEN1;RAD50;MCM3;RPA1;MCM5;NBN;MCM6;MCM2
Regulation of Protein Binding (GO:0043393)	4/30	0.0028364257151145267	0.08300484696869873	0	0	7.624148003894839	44.71723346323734	GOLGA2;DTX3L;TRIM21;NES
Negative Regulation of Protein Localization to Cell Periphery (GO:1904376)	4/30	0.0028364257151145267	0.08300484696869873	0	0	7.624148003894839	44.71723346323734	IFT27;GBP1;AP2M1;LZTFL1
Positive Regulation of Binding (GO:0051099)	4/30	0.0028364257151145267	0.08300484696869873	0	0	7.624148003894839	44.71723346323734	DTX3L;PARP9;TRIM21;MMP9
Protein Localization to Site of Double-Strand Break (GO:1990166)	3/15	0.002999605280861811	0.08657764831199775	0	0	12.366792929292929	71.84209570153588	RPA1;NBN;TP53BP1
Positive Regulation of Type I Interferon Production (GO:0032481)	6/73	0.003355882069131399	0.09555193945486294	0	0	4.451179218411758	25.358548864494896	IFIH1;OAS2;STAT1;DHX58;ISG15;ZC3HAV1
Negative Regulation of Response to Biotic Stimulus (GO:0002832)	5/51	0.003408571854731876	0.09575814530560084	0	0	5.394780401677334	30.65023923731225	PARP1;TREX1;DHX58;NMI;TRIM21
Protein-DNA Complex Disassembly (GO:0032986)	3/16	0.003637641697588243	0.09923407526094755	0	0	11.414918414918414	64.11097257473963	SMARCE1;SET;HMGA1
Activation of Protein Kinase A Activity (GO:0034199)	2/5	0.003814883766557547	0.09923407526094755	0	0	32.91015952980688	183.27158005170273	PRKAR1B;PRKAR1A
Regulation of Protein Localization to Ciliary Membrane (GO:1903567)	2/5	0.003814883766557547	0.09923407526094755	0	0	32.91015952980688	183.27158005170273	IFT27;LZTFL1
Negative Regulation of Protein Localization to Cilium (GO:1903565)	2/5	0.003814883766557547	0.09923407526094755	0	0	32.91015952980688	183.27158005170273	IFT27;LZTFL1
Positive Regulation of Chromatin Binding (GO:0035563)	2/5	0.003814883766557547	0.09923407526094755	0	0	32.91015952980688	183.27158005170273	DTX3L;PARP9
Positive Regulation of Chromosome Condensation (GO:1905821)	2/5	0.003814883766557547	0.09923407526094755	0	0	32.91015952980688	183.27158005170273	NCAPH;SMC2
DNA Recombination (GO:0006310)	5/55	0.004731466565067712	0.12157561039753256	0	0	4.962182741116751	26.56514488811327	RAD50;XRCC5;TREX1;RPA1;NBN
RNA Processing (GO:0006396)	14/319	0.005082590285352681	0.12463653975345197	0	0	2.3005663189269745	12.151440031241256	DDX17;DIS3;NSUN2;NOP2;DDX54;IMP4;PRPF4;RPS28;EBNA1BP2;SON;HNRNPUL1;KHSRP;PRPF3;SF3B1
RRNA Metabolic Process (GO:0016072)	7/105	0.005096080102490849	0.12463653975345197	0	0	3.553753644314869	18.761273482615053	TRIR;EBNA1BP2;RPS28;DIS3;NOP2;DDX54;IMP4
Negative Regulation of Telomere Maintenance (GO:0032205)	3/18	0.005146359258922792	0.12463653975345197	0	0	9.891919191919191	52.12512942633286	RAD50;PARP1;NBN
Positive Regulation of Stem Cell Proliferation (GO:2000648)	3/18	0.005146359258922792	0.12463653975345197	0	0	9.891919191919191	52.12512942633286	GJA1;CCNE1;HMGA2
Post-translational Protein Targeting to Endoplasmic Reticulum Membrane (GO:0006620)	3/18	0.005146359258922792	0.12463653975345197	0	0	9.891919191919191	52.12512942633286	UBL4A;SEC61A2;SEC61B
Negative Regulation of Intracellular Signal Transduction (GO:1902532)	15/354	0.005233066628051821	0.1252962657421044	0	0	2.2195335545722714	11.658672234171936	EGLN1;STAT1;ARHGAP29;IFI35;NMI;NOC2L;MMP9;CD2AP;PRKAR1B;PRKAR1A;CNOT1;FKBP1B;PMEPA1;CGNL1;FKBP5
Regulation of Basement Membrane Organization (GO:0110011)	2/6	0.005646976839688489	0.12793742151853382	0	0	24.681360201511335	127.76639182398822	LAMC1;NID1
Fructose 1,6-Bisphosphate Metabolic Process (GO:0030388)	2/6	0.005646976839688489	0.12793742151853382	0	0	24.681360201511335	127.76639182398822	ALDOC;PFKP
Golgi Disassembly (GO:0090166)	2/6	0.005646976839688489	0.12793742151853382	0	0	24.681360201511335	127.76639182398822	GOLGA2;CDK1
Positive Regulation of Necroptotic Process (GO:0060545)	2/6	0.005646976839688489	0.12793742151853382	0	0	24.681360201511335	127.76639182398822	ZBP1;PARP1
Positive Regulation of Programmed Necrotic Cell Death (GO:0062100)	2/6	0.005646976839688489	0.12793742151853382	0	0	24.681360201511335	127.76639182398822	ZBP1;PARP1
DNA Damage Checkpoint Signaling (GO:0000077)	4/37	0.006127658182632299	0.13735080628517293	0	0	6.00475642500959	30.59388947871366	DTX3L;NBN;TP53BP1;PARP9
Rho Protein Signal Transduction (GO:0007266)	5/59	0.006383353391256203	0.14157605889870337	0	0	4.5936736228614405	23.216709964600113	EPS8;GNA13;COL1A2;CDC42EP4;ARHGAP29
Protein Localization to Chromosome (GO:0034502)	5/60	0.006852284056381748	0.14956667918409206	0	0	4.509921550530688	22.47372040043102	PARP1;XRCC5;RPA1;NBN;TP53BP1
Alternative mRNA Splicing, via Spliceosome (GO:0000380)	3/20	0.006981026496491957	0.14956667918409206	0	0	8.727272727272727	43.32706307333084	DDX17;RBM17;HNRNPUL1
Protein-RNA Complex Assembly (GO:0022618)	9/170	0.007237602879128701	0.14956667918409206	0	0	2.7864309603440036	13.73282808003041	PRPF4;MCTS2;RPS28;XRCC5;PRPF3;NOP2;SNRPB2;SF3B1;SF1
Antigen Processing and Presentation of Endogenous Peptide Antigen via MHC Class I (GO:0019885)	2/7	0.007801837792008298	0.14956667918409206	0	0	19.744080604534005	95.82584101388284	ERAP1;TAP2
Regulation of Chromosome Condensation (GO:0060623)	2/7	0.007801837792008298	0.14956667918409206	0	0	19.744080604534005	95.82584101388284	NCAPH;SMC2
Establishment of Mitotic Sister Chromatid Cohesion (GO:0034087)	2/7	0.007801837792008298	0.14956667918409206	0	0	19.744080604534005	95.82584101388284	SMC1A;SMC3
Glutathione Catabolic Process (GO:0006751)	2/7	0.007801837792008298	0.14956667918409206	0	0	19.744080604534005	95.82584101388284	DPEP1;GGT1
SRP-dependent Cotranslational Protein Targeting to Membrane, Translocation (GO:0006616)	2/7	0.007801837792008298	0.14956667918409206	0	0	19.744080604534005	95.82584101388284	SEC61A2;SEC61B
L-ascorbic Acid Metabolic Process (GO:0019852)	2/7	0.007801837792008298	0.14956667918409206	0	0	19.744080604534005	95.82584101388284	GSTO1;SLC2A1
Vitamin A Metabolic Process (GO:0006776)	2/7	0.007801837792008298	0.14956667918409206	0	0	19.744080604534005	95.82584101388284	ALDH1A2;RBP1
Negative Regulation of Telomere Capping (GO:1904354)	2/7	0.007801837792008298	0.14956667918409206	0	0	19.744080604534005	95.82584101388284	RAD50;NBN
Paracrine Signaling (GO:0038001)	2/7	0.007801837792008298	0.14956667918409206	0	0	19.744080604534005	95.82584101388284	CD34;FGF2
Post-transcriptional Regulation of Gene Expression (GO:0010608)	5/62	0.007861427184848727	0.14956667918409206	0	0	4.351233413482946	21.085150802204836	TCOF1;NAT10;TDRD7;PARP9;LARP4
Signal Transduction in Response to DNA Damage (GO:0042770)	6/87	0.007897674481902574	0.14956667918409206	0	0	3.679200829328056	17.81169897596978	SP100;DTX3L;NBN;TP53BP1;PARP9;MAP2K6
Intracellular Protein Transmembrane Transport (GO:0065002)	3/21	0.008025614728028348	0.14956667918409206	0	0	8.242003367003367	39.76863065312484	SEC61A2;SEC61B;PEX13
Fatty Acid Transport (GO:0015908)	4/40	0.008092359481246557	0.14956667918409206	0	0	5.50351617440225	26.509528981830197	ABCC4;CRABP2;CRABP1;RBP1
Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705)	4/40	0.008092359481246557	0.14956667918409206	0	0	5.50351617440225	26.509528981830197	EFEMP2;GJA1;FGF2;MMP9
Positive Regulation of Interferon-Beta Production (GO:0032728)	4/40	0.008092359481246557	0.14956667918409206	0	0	5.50351617440225	26.509528981830197	IFIH1;OAS2;ISG15;ZC3HAV1
Positive Regulation of Protein Serine/Threonine Kinase Activity (GO:0071902)	4/40	0.008092359481246557	0.14956667918409206	0	0	5.50351617440225	26.509528981830197	MAP2K1;HMGA2;TPD52L1;FGF2
Protein Metabolic Process (GO:0019538)	23/669	0.008353560709178427	0.1530517601238169	0	0	1.7948628219484883	8.58853957458587	UBL4A;PARP1;MRPL18;ERAP1;OGA;PCOLCE;MMP9;APH1A;PRRG3;NCSTN;HHAT;RPS28;ERMP1;BMP1;RPS18;CTSK;FKBP1B;EEF1A2;RPLP2;IGF2BP3;CIAO2B;GGT1;CFB
Glutathione Metabolic Process (GO:0006749)	4/42	0.009607914513598628	0.17309192603200146	0	0	5.2133244503664224	24.21676838832864	GSTM4;GSTO1;DPEP1;GGT1
MRNA Splicing, via Spliceosome (GO:0000398)	11/242	0.00961165417453449	0.17309192603200146	0	0	2.377270495827197	11.041895934338646	DDX17;PRPF4;RBM17;HNRNPUL1;PRPF3;CWC22;PRPF40A;SNRPB2;CWC27;SF3B1;SF1
Macromolecule Biosynthetic Process (GO:0009059)	11/243	0.00989357435400412	0.17441649467309994	0	0	2.3669014397440455	10.92530884622592	GOLGA2;EXT2;RPS28;EEF2K;COL5A1;RPS18;MRPL18;EEF1A2;RPLP2;IGF2BP3;DDOST
Cellular Response to Nitric Oxide (GO:0071732)	2/8	0.010265924252643159	0.17441649467309994	0	0	16.452560873215784	75.33504547732228	CDK2;DPEP1
Cellular Response to Reactive Nitrogen Species (GO:1902170)	2/8	0.010265924252643159	0.17441649467309994	0	0	16.452560873215784	75.33504547732228	CDK2;DPEP1
DNA Strand Resection Involved in Replication Fork Processing (GO:0110025)	2/8	0.010265924252643159	0.17441649467309994	0	0	16.452560873215784	75.33504547732228	RAD50;NBN
Toxin Metabolic Process (GO:0009404)	2/8	0.010265924252643159	0.17441649467309994	0	0	16.452560873215784	75.33504547732228	AS3MT;FMO2
Membrane Protein Ectodomain Proteolysis (GO:0006509)	3/23	0.010377429471272194	0.17441649467309994	0	0	7.4170454545454545	33.88196906753091	APH1A;NCSTN;ERAP1
Positive Regulation of Interferon-Alpha Production (GO:0032727)	3/23	0.010377429471272194	0.17441649467309994	0	0	7.4170454545454545	33.88196906753091	IFIH1;STAT1;ZC3HAV1
Positive Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904707)	3/23	0.010377429471272194	0.17441649467309994	0	0	7.4170454545454545	33.88196906753091	GJA1;FGF2;MMP9
Notch Signaling Pathway (GO:0007219)	4/43	0.010430222272809963	0.17441649467309994	0	0	5.079389808503732	23.177497979463315	APH1A;DTX3L;DTX3;RBPJ
Positive Regulation of DNA Metabolic Process (GO:0051054)	6/93	0.010799769314998977	0.17917412556458934	0	0	3.424409932438361	15.50651751701572	RAD50;PCNA;NEK7;CDK2;NBN;FGF2
Type I Interferon-Mediated Signaling Pathway (GO:0060337)	4/44	0.011296707111661012	0.18595438972085743	0	0	4.9521518987341775	22.201705295896176	SP100;STAT1;OAS2;STAT2
Canonical Glycolysis (GO:0061621)	3/24	0.011687298048818351	0.1879781449531318	0	0	7.063492063492063	31.42726087895457	ALDOC;ENO3;PFKP
Glucose Catabolic Process to Pyruvate (GO:0061718)	3/24	0.011687298048818351	0.1879781449531318	0	0	7.063492063492063	31.42726087895457	ALDOC;ENO3;PFKP
Mitotic Sister Chromatid Cohesion (GO:0007064)	3/24	0.011687298048818351	0.1879781449531318	0	0	7.063492063492063	31.42726087895457	SMC1A;SMC3;CDK11B
Spliceosomal Complex Assembly (GO:0000245)	5/69	0.012200782398854543	0.188704688005495	0	0	3.8739292512690353	17.06952090103981	PRPF4;PRPF3;SNRPB2;SF3B1;SF1
MAPK Cascade (GO:0000165)	7/125	0.012766919992541514	0.188704688005495	0	0	2.9483958837772395	12.857653208309792	PPP1CC;MAP2K1;TAOK3;CDK1;IL13RA2;MAP2K6;MAPK13
Amyloid-beta Formation (GO:0034205)	2/9	0.013026103339749608	0.188704688005495	0	0	14.101475350845629	61.21168399910792	APH1A;NCSTN
HRI-mediated Signaling (GO:0140468)	2/9	0.013026103339749608	0.188704688005495	0	0	14.101475350845629	61.21168399910792	UBR4;EIF2S1
Skin Morphogenesis (GO:0043589)	2/9	0.013026103339749608	0.188704688005495	0	0	14.101475350845629	61.21168399910792	COL1A1;COL1A2
L-lysine Catabolic Process (GO:0019477)	2/9	0.013026103339749608	0.188704688005495	0	0	14.101475350845629	61.21168399910792	HYKK;CRYM
UDP-N-acetylglucosamine Biosynthetic Process (GO:0006048)	2/9	0.013026103339749608	0.188704688005495	0	0	14.101475350845629	61.21168399910792	GFPT2;GFPT1
Mesodermal Cell Differentiation (GO:0048333)	2/9	0.013026103339749608	0.188704688005495	0	0	14.101475350845629	61.21168399910792	ITGA2;HMGA2
Monosaccharide Metabolic Process (GO:0005996)	2/9	0.013026103339749608	0.188704688005495	0	0	14.101475350845629	61.21168399910792	GSTO1;SLC2A1
Notch Receptor Processing (GO:0007220)	2/9	0.013026103339749608	0.188704688005495	0	0	14.101475350845629	61.21168399910792	APH1A;NCSTN
