Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cellular Response to Starvation (GO:0009267)	6/152	0.142803115627583	0.41282917103965744	0	0	1.739845666088413	3.386241457174568	PRKAA1;YME1L1;TULP3;TP53;FADS1;MTOR
Regulation of Rac Protein Signal Transduction (GO:0035020)	2/29	0.14496933728176906	0.41282917103965744	0	0	3.127946127946128	6.040792865669939	ARHGAP24;SNTA1
Cellular Response to Epidermal Growth Factor Stimulus (GO:0071364)	2/29	0.14496933728176906	0.41282917103965744	0	0	3.127946127946128	6.040792865669939	ERBB2;PDE8A
Regulation of Extrinsic Apoptotic Signaling Pathway in Absence of Ligand (GO:2001239)	2/29	0.14496933728176906	0.41282917103965744	0	0	3.127946127946128	6.040792865669939	UNC5B;EYA4
Cellular Response to Hexose Stimulus (GO:0071331)	2/29	0.14496933728176906	0.41282917103965744	0	0	3.127946127946128	6.040792865669939	PRKAA1;PCK2
Regulation of Monocyte Chemotaxis (GO:0090025)	2/29	0.14496933728176906	0.41282917103965744	0	0	3.127946127946128	6.040792865669939	APP;SLIT2
Regulation of Supramolecular Fiber Organization (GO:1902903)	2/29	0.14496933728176906	0.41282917103965744	0	0	3.127946127946128	6.040792865669939	PPP2CA;APP
Regulation of Toll-Like Receptor 4 Signaling Pathway (GO:0034143)	2/29	0.14496933728176906	0.41282917103965744	0	0	3.127946127946128	6.040792865669939	TAX1BP1;CD14
Maintenance of Blood-Brain Barrier (GO:0035633)	2/29	0.14496933728176906	0.41282917103965744	0	0	3.127946127946128	6.040792865669939	IL6;DMD
Tricarboxylic Acid Cycle (GO:0006099)	2/29	0.14496933728176906	0.41282917103965744	0	0	3.127946127946128	6.040792865669939	IDH3G;SDHC
Negative Regulation of Macroautophagy (GO:0016242)	2/29	0.14496933728176906	0.41282917103965744	0	0	3.127946127946128	6.040792865669939	USP30;MTOR
Negative Regulation of Protein Localization to Nucleus (GO:1900181)	2/29	0.14496933728176906	0.41282917103965744	0	0	3.127946127946128	6.040792865669939	APP;MTOR
Negative Regulation of Signaling (GO:0023057)	2/29	0.14496933728176906	0.41282917103965744	0	0	3.127946127946128	6.040792865669939	LDLR;OPTN
Negative Regulation of Smoothened Signaling Pathway (GO:0045879)	2/29	0.14496933728176906	0.41282917103965744	0	0	3.127946127946128	6.040792865669939	MGRN1;TULP3
Primary Neural Tube Formation (GO:0014020)	2/29	0.14496933728176906	0.41282917103965744	0	0	3.127946127946128	6.040792865669939	TGFB1;DLC1
Protein Quality Control for Misfolded or Incompletely Synthesized Proteins (GO:0006515)	2/29	0.14496933728176906	0.41282917103965744	0	0	3.127946127946128	6.040792865669939	AFG1L;YME1L1
Regulation of Ubiquitin-Dependent Protein Catabolic Process (GO:2000058)	3/57	0.14596411134899753	0.41282917103965744	0	0	2.3477946493130877	4.518083110663814	TGFB1I1;PTK2B;MTOR
Positive Regulation of Leukocyte Chemotaxis (GO:0002690)	3/57	0.14596411134899753	0.41282917103965744	0	0	2.3477946493130877	4.518083110663814	APP;IL6;CSF1
Cilium Assembly (GO:0060271)	9/258	0.1474740219879295	0.41282917103965744	0	0	1.5321329273136501	2.9326606015523646	DYNC2I1;EHD3;ABLIM1;EHD4;RP2;CEP250;DMD;WDR35;ATP6V1D
Cell Chemotaxis (GO:0060326)	4/88	0.14796788994015966	0.41282917103965744	0	0	2.013664596273292	3.847629741061674	NRP1;HGF;CX3CL1;EPHA2
Regulation of Synapse Assembly (GO:0051963)	4/88	0.14796788994015966	0.41282917103965744	0	0	2.013664596273292	3.847629741061674	APP;MYCBP2;RTN4RL2;TLR2
Protein Metabolic Process (GO:0019538)	20/669	0.14942296735974994	0.41282917103965744	0	0	1.3108871583447854	2.4919627817546015	GGT5;LIPT1;APP;PARP4;MME;HGF;MRPL27;CISD1;SPG7;YARS2;CISD3;CTSS;PSMB5;DPP7;PITRM1;PLAU;DPP9;MDM2;TPP1;PAM
Organelle Organization (GO:0006996)	14/442	0.14981426543291695	0.41282917103965744	0	0	1.3889511941848391	2.636727975837444	CNTNAP1;DST;MAST4;MICAL3;HUWE1;SIRT5;AFG1L;MTOR;ARHGAP21;PIKFYVE;ADCK1;KIF5C;YME1L1;OPTN
Regulation of Blood Vessel Endothelial Cell Migration (GO:0043535)	3/58	0.15144536205189188	0.41282917103965744	0	0	2.304989154013015	4.350737020586234	TGFB1;AMOT;EPHA2
Regulation of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010803)	3/58	0.15144536205189188	0.41282917103965744	0	0	2.304989154013015	4.350737020586234	CYLD;TAX1BP1;ADAM10
Inorganic Anion Transport (GO:0015698)	3/58	0.15144536205189188	0.41282917103965744	0	0	2.304989154013015	4.350737020586234	CLIC5;SLC12A4;FXYD1
Purinergic Nucleotide Receptor Signaling Pathway (GO:0035590)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	P2RX7
RNA Decapping (GO:0110154)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	NUDT12
Actin Filament-Based Transport (GO:0099515)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	MYO19
Amino-acid Betaine Metabolic Process (GO:0006577)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	CPT2
Regulation of Rab Protein Signal Transduction (GO:0032483)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	DENND4C
Bleb Assembly (GO:0032060)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	P2RX7
Calcium Ion-Regulated Exocytosis of Neurotransmitter (GO:0048791)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	STXBP2
Regulation of Cellular Response to Hypoxia (GO:1900037)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	EPHA4
Cellular Response to Thyroid Hormone Stimulus (GO:0097067)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	CTSS
Regulation of Leukocyte Degranulation (GO:0043300)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	STXBP2
Regulation of Mitochondrial mRNA Stability (GO:0044528)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	FASTKD5
Dendrite Arborization (GO:0140059)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	NRP1
Diacylglycerol Biosynthetic Process (GO:0006651)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	GPAM
Regulation of Striated Muscle Cell Differentiation (GO:0051153)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	DMPK
Regulation of Striated Muscle Tissue Development (GO:0016202)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	TGFB1
Regulation of Synaptic Assembly at Neuromuscular Junction (GO:0008582)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	MYCBP2
Glomerular Epithelial Cell Development (GO:0072310)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	MYO1E
Response to UV-C (GO:0010225)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	ERCC5
Glycerol Ether Biosynthetic Process (GO:0046504)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	SELENOI
Glycerol-3-phosphate Metabolic Process (GO:0006072)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	GK
Response to Increased Oxygen Levels (GO:0036296)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	ATP6V1A
Response to Lead Ion (GO:0010288)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	PPP2CA
Ribonucleoside Diphosphate Metabolic Process (GO:0009185)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	RRM1
Intracellular Glutamate Homeostasis (GO:0090461)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	GLS
Substrate-dependent Cell Migration, Cell Extension (GO:0006930)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	NRP1
Lipid Droplet Disassembly (GO:1905691)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	PRKAA1
Lipoprotein Metabolic Process (GO:0042157)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	APP
Marginal Zone B Cell Differentiation (GO:0002315)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	PTK2B
Vascular Associated Smooth Muscle Contraction (GO:0014829)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	PIK3C2A
Metaphase/anaphase Transition of Cell Cycle (GO:0044784)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	CDC27
Microglial Cell Activation Involved in Immune Response (GO:0002282)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	GRN
Mitochondrion-endoplasmic Reticulum Membrane Tethering (GO:1990456)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	PDZD8
Myoblast Migration (GO:0051451)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	THBS4
Negative Regulation of Axon Regeneration (GO:0048681)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	EPHA4
Negative Regulation of Cellular Response to Hypoxia (GO:1900038)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	EPHA4
Negative Regulation of Chemokine-Mediated Signaling Pathway (GO:0070100)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	SLIT2
Negative Regulation of Cyclin-Dependent Protein Kinase Activity (GO:1904030)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	APC
Negative Regulation of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045736)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	APC
Negative Regulation of Extracellular Matrix Disassembly (GO:0010716)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	TGFB1
Negative Regulation of Heart Rate (GO:0010459)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	RNLS
Negative Regulation of Leukocyte Migration (GO:0002686)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	SLIT2
Negative Regulation of Mitophagy (GO:1901525)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	USP30
Negative Regulation of Neutrophil Activation (GO:1902564)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	GRN
Negative Regulation of Plasminogen Activation (GO:0010757)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	PLAU
Negative Regulation of Ruffle Assembly (GO:1900028)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	ARHGAP24
Negative Regulation of Striated Muscle Tissue Development (GO:0045843)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	TGFB1
Negative Regulation of Telomere Capping (GO:1904354)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	ERCC4
Nucleoside Salvage (GO:0043174)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	TK2
Pantothenate Metabolic Process (GO:0015939)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	SLC25A42
Paracrine Signaling (GO:0038001)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	IL6
Podocyte Development (GO:0072015)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	MYO1E
Positive Regulation of Autophagosome Maturation (GO:1901098)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	UVRAG
Positive Regulation of Cytoplasmic Translational Initiation (GO:1904690)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	MTOR
Positive Regulation of Extracellular Matrix Assembly (GO:1901203)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	TGFB1
Positive Regulation of Gliogenesis (GO:0014015)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	IL6
Positive Regulation of Interleukin-18 Production (GO:0032741)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	TLR2
Positive Regulation of Interleukin-23 Production (GO:0032747)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	PLCG2
Positive Regulation of Mast Cell Activation (GO:0033005)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	SPHK2
Positive Regulation of Mitochondrial Calcium Ion Concentration (GO:0051561)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	MCUR1
Positive Regulation of Peptidase Activity (GO:0010952)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	GRN
Positive Regulation of Protein Catabolic Process in the Vacuole (GO:1904352)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	LDLR
Positive Regulation of Type 2 Mitophagy (GO:1905091)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	HUWE1
Protein Localization to Membrane Raft (GO:1903044)	1/7	0.1515448039838138	0.41282917103965744	0	0	7.0302375809935205	13.26517223745744	RFTN1
Regulation of Cardiac Muscle Contraction by Calcium Ion Signaling (GO:0010882)	2/30	0.15306100388207344	0.41282917103965744	0	0	3.016079158936302	5.660935431010844	JPH2;DMD
Cellular Response to Laminar Fluid Shear Stress (GO:0071499)	2/30	0.15306100388207344	0.41282917103965744	0	0	3.016079158936302	5.660935431010844	PRKAR2A;MTOR
Chondroitin Sulfate Proteoglycan Metabolic Process (GO:0050654)	2/30	0.15306100388207344	0.41282917103965744	0	0	3.016079158936302	5.660935431010844	GUSB;ARSB
Regulation of Long-Term Synaptic Potentiation (GO:1900271)	2/30	0.15306100388207344	0.41282917103965744	0	0	3.016079158936302	5.660935431010844	APP;EPHA4
Regulation of Vascular Endothelial Growth Factor Production (GO:0010574)	2/30	0.15306100388207344	0.41282917103965744	0	0	3.016079158936302	5.660935431010844	IL6;TGFB1
Response to Alcohol (GO:0097305)	2/30	0.15306100388207344	0.41282917103965744	0	0	3.016079158936302	5.660935431010844	TGFB1;SLIT2
Glycosaminoglycan Metabolic Process (GO:0030203)	2/30	0.15306100388207344	0.41282917103965744	0	0	3.016079158936302	5.660935431010844	HEXA;GUSB
TRNA Metabolic Process (GO:0006399)	2/30	0.15306100388207344	0.41282917103965744	0	0	3.016079158936302	5.660935431010844	DARS2;YARS2
Tube Closure (GO:0060606)	2/30	0.15306100388207344	0.41282917103965744	0	0	3.016079158936302	5.660935431010844	TGFB1;DLC1
Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0048010)	2/30	0.15306100388207344	0.41282917103965744	0	0	3.016079158936302	5.660935431010844	NRP1;PTK2B
Negative Regulation of Non-Canonical NF-kappaB Signal Transduction (GO:1901223)	2/30	0.15306100388207344	0.41282917103965744	0	0	3.016079158936302	5.660935431010844	CYLD;UACA
Positive Regulation of Cytokine Production Involved in Inflammatory Response (GO:1900017)	2/30	0.15306100388207344	0.41282917103965744	0	0	3.016079158936302	5.660935431010844	MAPK9;IL6
Positive Regulation of Establishment of Protein Localization (GO:1904951)	2/30	0.15306100388207344	0.41282917103965744	0	0	3.016079158936302	5.660935431010844	TCAF2;ERBB2
Membrane Organization (GO:0061024)	7/190	0.1540520448901977	0.4150803321203905	0	0	1.619865839222298	3.029902000314408	OSBPL9;DMPK;VPS33B;HUWE1;STAM;PIK3C2A;DNM2
Regulation of JNK Cascade (GO:0046328)	5/122	0.15432694845831355	0.41539931157034904	0	0	1.8079995530975923	3.3785760131428666	APP;CYLD;PTK2B;PLCB1;EDA2R
Chloride Transport (GO:0006821)	4/90	0.15666230035487333	0.4212581004476533	0	0	1.9666329625884733	3.6454742527118857	CLIC5;SLC12A4;FXYD1;ANO8
Proton Transmembrane Transport (GO:1902600)	3/59	0.1569911362565624	0.421715056300523	0	0	2.2637124264022312	4.19141280900641	ATP6V1A;FXYD1;ATP6V1D
Regulation of Protein-Containing Complex Assembly (GO:0043254)	5/123	0.15802754156058127	0.42406986380362255	0	0	1.79258520734094	3.307294517189263	FARP2;TGFB1;TFRC;CRYAB;MPP7
Protein Ubiquitination (GO:0016567)	12/372	0.15820117955472723	0.42410700054368294	0	0	1.4141592920353983	2.607551019991162	SPSB2;MGRN1;CDC27;MYCBP2;FBXO28;HUWE1;MDM2;UBE4A;UBE2G2;AMBRA1;LZTR1;MARCHF5
Acute Inflammatory Response (GO:0002526)	2/31	0.16123804041688983	0.42472886763249235	0	0	2.9119271533064635	5.313898678568917	IL1RN;IL6
Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895)	2/31	0.16123804041688983	0.42472886763249235	0	0	2.9119271533064635	5.313898678568917	CD14;TLR2
Regulation of Glucose Metabolic Process (GO:0010906)	2/31	0.16123804041688983	0.42472886763249235	0	0	2.9119271533064635	5.313898678568917	BCKDK;MLYCD
Regulation of Release of Sequestered Calcium Ion Into Cytosol by Sarcoplasmic Reticulum (GO:0010880)	2/31	0.16123804041688983	0.42472886763249235	0	0	2.9119271533064635	5.313898678568917	JPH2;DMD
Regulation of Transcription by RNA Polymerase I (GO:0006356)	2/31	0.16123804041688983	0.42472886763249235	0	0	2.9119271533064635	5.313898678568917	ERBB2;POLR2K
Fc Receptor Signaling Pathway (GO:0038093)	2/31	0.16123804041688983	0.42472886763249235	0	0	2.9119271533064635	5.313898678568917	MAPK9;PLCG2
Respiratory Chain Complex IV Assembly (GO:0008535)	2/31	0.16123804041688983	0.42472886763249235	0	0	2.9119271533064635	5.313898678568917	COX17;COA6
Lamellipodium Organization (GO:0097581)	2/31	0.16123804041688983	0.42472886763249235	0	0	2.9119271533064635	5.313898678568917	ABLIM1;CDH13
Neural Tube Closure (GO:0001843)	2/31	0.16123804041688983	0.42472886763249235	0	0	2.9119271533064635	5.313898678568917	TGFB1;DLC1
Regulation of Canonical Wnt Signaling Pathway (GO:0060828)	8/228	0.16181509600093003	0.42472886763249235	0	0	1.5403508771929824	2.8054425596082573	PPP2CA;APP;CYLD;TGFB1;APC;FRMD8;IGFBP2;TLE6
Cellular Response to Calcium Ion (GO:0071277)	3/60	0.16259879237100042	0.42472886763249235	0	0	2.2238840050234043	4.039617486430131	PRKAA1;PLCG2;MICU3
Cellular Response to Chemokine (GO:1990869)	3/60	0.16259879237100042	0.42472886763249235	0	0	2.2238840050234043	4.039617486430131	LRCH1;PTK2B;CX3CL1
Muscle Organ Development (GO:0007517)	3/60	0.16259879237100042	0.42472886763249235	0	0	2.2238840050234043	4.039617486430131	SGCB;FHL1;DMD
Positive Regulation of Cell Cycle (GO:0045787)	3/60	0.16259879237100042	0.42472886763249235	0	0	2.2238840050234043	4.039617486430131	APP;USP22;MDM2
Negative Regulation of Protein Localization (GO:1903828)	3/61	0.16826570019160872	0.42472886763249235	0	0	2.185428977485227	3.89489556372175	APP;GPM6B;MTOR
Proteasomal Protein Catabolic Process (GO:0010498)	11/340	0.16897583002404323	0.42472886763249235	0	0	1.417614417896227	2.520517856485758	MKLN1;SPSB2;ATE1;PSMB5;APC;MYCBP2;FBXO28;HUWE1;MDM2;AMBRA1;LZTR1
